id_solicitud,fecha_solicitud,sucursal,tipo_credito,monto_solicitado,plazo_meses,ingresos_mensuales,antiguedad_laboral,nivel_educativo,estado_civil,numero_dependientes,tiene_otros_creditos,resultado
SOL-01784,2024-11-26,Bucaramanga,Vehiculo,27400000,36,2650000,5,Tecnico,casado,1,No,Rechazado
SOL-00082,2025-01-15,Cali,Vivienda,189800000,60,1800000,4,PROFESIONAL,Casado,0,Si,Aprobado
SOL-01660,25/06/2024,pereira,Vivienda,200400000,240,1910000,1,Tecnico,Union libre,3,No,Rechazado
SOL-02826,30/01/2024,Bogota,Vehiculo,40200000,60,5710000,0,Prof.,Union libre,0,No,Aprobado
SOL-00669,2024-10-01,Bogota,Educacion,14100000,12,1800000,1,Tec.,Casado,1,No,Aprobado
SOL-00063,2025-05-26,Bogota,Libre inversion,14600000,36,1830000,1,profesional,DIVORCIADO,4,no,RECHAZADO
SOL-00850,2024-06-07,Bogota,Vivienda,126600000,120,2650000,21,Tec.,Casado,2,0,Aprobado
SOL-02635,2024-04-15,BOGOTA,Libre inversion,11900000,24,5430000,2,Posgrado,Union libre,2,No,Aprobado
SOL-02038,2025-01-13,Cali,Vehiculo,50800000,48,4060000,5,Profesional,soltero,1,Si,Aprobado
SOL-02766,2025-05-14,Bogota,Vehiculo,53400000,36,3050000,1,Posgrado,Soltero,2,SI,En estudio
SOL-00516,2025-05-25,Bogota,Libre inversion,14700000,48,$4.810.000,3,Bachiller,Union libre,0,No,Aprobado
SOL-01355,26/12/2024,Cali,Libre inversion,14500000,24,$ 7270000,1,Bachiller,Casado,2,No,Aprobado
SOL-00110,2024-09-14,barranquilla,Educacion,4300000,12,3180000,0,Bachiller,Soltero,0,Si,rechazado
SOL-02120,01/09/2024,Bogota,Libre inversion,9000000,12,4460000,1,tecnico,Soltero,3,Si,Aprobado
SOL-02041,2024-10-17,Cali,Libre inversion,18600000,24,9180000,1,Profesional,Union libre,N/A,No,Aprobado
SOL-02740,21/06/2024,Barranquilla,Vivienda,109200000,60,3930000,10,Posgrado,Union libre,2,si,En estudio
SOL-02589,2024-08-08,CARTAGENA,Vehiculo,33000000,24,5660000,,Tecnico,union libre,1,NO,Aprobado
SOL-01703,02/09/2024,Cali,Libre inversion,17800000,12,3120000,4,TECNICO,Soltero,4,No,aprobado
SOL-01126,2024-05-08,Bogota,Vehiculo,47400000,24,4950000,6,Posgrado,Soltero,0,1,APROBADO
SOL-01089,07/05/2025,MEDELLIN,Libre inversion,22000000,48,4400000,4,profesional,divorciado,0,No,Aprobado
SOL-00312,10/03/2024,Barranquilla,Vivienda,144800000,60,3990000,4,Profesional,casado,,0,Aprobado
SOL-01855,2024-12-21,Cartagena,Vehiculo,28100000,24,6110000,2,Profesional,Union libre,1,Si,Aprobado
SOL-00020,2024-06-12,Medellin,Libre inversion,8900000,48,6230000,2,Tecnico,casado,0,No,Aprobado
SOL-00358,2025-03-19,BUCARAMANGA,Vehiculo,42700000,48,3060000,6,Técnico,casado,4,No,Rechazado
SOL-00361,2024-09-16,Bogotá D.C.,Vehiculo,24400000,24,7130000,8,Tecnico,Casado,3,No,Aprobado
SOL-02795,2024-10-31,Barranquilla,Libre inversion,20300000,24,1800000,27,Tecnico,Casado,2,No,Aprobado
SOL-01525,2024-06-10,Bogota,Libre inversion,11900000,24,3790000,6,Bachiller,Soltero,1,Si,Aprobado
SOL-02031,2024-09-06,CARTAGENA,Vivienda,238400000,240,2350000,1,BACHILLER,Soltero,3,No,Rechazado
SOL-00393,2024-08-08,Bucaramanga,Vivienda,140300000,60,7850000,1,TECNICO,Casado,1,No,Aprobado
SOL-01478,2025-06-25,Bogota,Educacion,13800000,36,1800000,3,Posgrado,Soltero,1,NO,Aprobado
SOL-02354,2025-03-05,PEREIRA,Vehiculo,31800000,60,5010000,11,tecnico,DIVORCIADO,0,Si,Aprobado
SOL-02670,29/04/2024,Barranquilla,Libre inversion,16900000,48,3100000,5,tecnico,Casado,1,Si,Aprobado
SOL-00658,03/05/2025,CARTAGENA,Vehiculo,46200000,60,2930000,0,Bachiller,Divorciado,1,si,Aprobado
SOL-01247,2024-06-25,Barranquilla,Vivienda,155200000,180,4.880.000,0,TECNICO,Union libre,4,NO,En estudio
SOL-02996,2024-07-30,BOGOTA,Vehiculo,49600000,24,11.720.000,,bachiller,Soltero,2,Si,Rechazado
SOL-02683,2025-01-15,Bogota,Vehiculo,30700000,48,1.800.000,6,Bachiller,SOLTERO,3,No,aprobado
SOL-02809,2025-06-14,bucaramanga,Vehiculo,39300000,60,2620000,2,Bachiller,Soltero,0,0,Aprobado
SOL-01548,23/09/2024,Bogota,Vivienda,219200000,240,14570000,4,Tecnico,Union libre,2,no,Aprobado
SOL-01934,08/10/2024,bogota,Libre inversion,17000000,24,$ 1860000,N/A,Posgrado,UNION LIBRE,4,Si,Aprobado
SOL-01422,2024-02-12,bogota,Vehiculo,38700000,24,4500000,1,Posgrado,Casado,2,Sí,Rechazado
SOL-02119,04/03/2024,BOGOTA,Vehiculo,49200000,48,2680000,2,Profesional,Union libre,0,no,Aprobado
SOL-02899,02/05/2024,Bogota,Libre inversion,24200000,12,4040000,10,PROFESIONAL,Casado,2,1,Rechazado
SOL-00371,17/03/2025,Pereira,Vehiculo,30000000,36,2730000,7,BACHILLER,Divorciado,1,No,Aprobado
SOL-02949,2024-12-26,barranquilla,Libre inversion,17600000,24,2210000,2,Bachiller,soltero,1,Sí,Aprobado
SOL-00314,2025-03-08,Barranquilla,Libre inversion,11100000,48,5070000,8,Posgrado,Union libre,4,No,Aprobado
SOL-02553,2024-04-05,Bogotá,Libre inversion,24300000,36,2220000,1,Profesional,CASADO,2,No,Aprobado
SOL-01534,11/05/2024,Bogota,Libre inversion,8300000,12,$2.620.000,3,Posgrado,Union libre,4,No,Aprobado
SOL-00594,2024-03-02,Cali,Vivienda,97100000,180,2720000,0,Profesional,Casado,2,No,En estudio
SOL-00971,2024-01-28,Bogota,Vehiculo,39600000,24,3810000,10,Posgrado,Casado,1,Si,Aprobado
SOL-00203,2024-09-16,medellin,Vivienda,235500000,240,$ 3130000,0,bachiller,SOLTERO,3,Si,Aprobado
SOL-01991,2025-03-01,Bucaramanga,Educacion,3300000,24,16270000,7,PROFESIONAL,Union libre,1,No,Rechazado
SOL-02291,2024-08-01,Cali,Vivienda,205000000,120,6980000,4,PROFESIONAL,Casado,4,No,Aprobado
SOL-02207,2024-06-23,Cali,Vivienda,176700000,60,3480000,4,PROFESIONAL,Soltero,3,Si,Aprobado
SOL-01651,30/04/2024,CARTAGENA,Vehiculo,22000000,48,2160000,12,Profesional,Divorciado,2,No,Aprobado
SOL-01992,29/11/2024,Cartagena,Libre inversion,11800000,12,$ 3430000,7,profesional,Casado,0,No,Aprobado
SOL-00439,2025-03-07,bucaramanga,Libre inversion,17700000,36,2190000,5,Tec.,Union libre,N/A,NO,Aprobado
SOL-00327,2024-09-20,Cali,Educacion,8600000,24,6270000,0,Tecnico,Casado,2,Si,Aprobado
SOL-01159,2024-10-28,Cartagena,Vehiculo,24500000,24,$2.660.000,4,POSGRADO,Casado,1,Si,rechazado
SOL-02179,07/02/2024,cali,Libre inversion,22000000,48,$ 4740000,8,Profesional,casado,3,No,En estudio
SOL-00388,2024-11-11,bogota,Educacion,9600000,12,3530000,1,PROFESIONAL,CASADO,0,Si,Rechazado
SOL-01042,2025-01-26,Barranquilla,Educacion,10500000,12,$1.840.000,12,Posgrado,Divorciado,0,No,aprobado
SOL-02260,25/09/2024,bogota,Libre inversion,20100000,36,5010000,12,tecnico,Soltero,2,0,En estudio
SOL-01188,2024-04-24,Bucaramanga,Educacion,9900000,12,4530000,,profesional,Divorciado,0,Si,En estudio
SOL-00282,2024-11-26,bogota,Vehiculo,36600000,24,3.680.000,0,Bach.,Union libre,2,Si,Aprobado
SOL-01616,07/04/2025,Cali,Libre inversion,18700000,24,1.800.000,3,Profesional,Soltero,1,No,aprobado
SOL-00352,2024-02-10,Bogota,Libre inversion,23400000,24,2260000,4,Prof.,Casado,1,1,Aprobado
SOL-01356,2024-07-24,MEDELLIN,Libre inversion,17700000,24,,3,TECNICO,Casado,2,No,Rechazado
SOL-00043,2024-02-20,BOGOTA,Educacion,17700000,24,2390000,4,Profesional,SOLTERO,2,Si,Aprobado
SOL-02453,2024-08-06,Cali,Libre inversion,22100000,12,7060000,3,PROFESIONAL,Divorciado,2,No,RECHAZADO
SOL-00102,2024-12-05,Bogotá D.C.,Educacion,6600000,24,2160000,5,BACHILLER,casado,0,No,Rechazado
SOL-02709,2025-04-23,Barranquilla,Vehiculo,33300000,48,3670000,1,Posgrado,casado,1,NO,Aprobado
SOL-02976,2025-06-08,Cartagena,Libre inversion,21800000,12,3570000,1,Tecnico,UNION LIBRE,1,Si,Aprobado
SOL-00447,2025-05-20,Bogotá,Vehiculo,22900000,24,7430000,0,Posgrado,Union libre,1,Si,APROBADO
SOL-01630,2024-01-03,medellin,Libre inversion,9100000,12,3400000,1,profesional,soltero,2,No,En estudio
SOL-01274,2025-01-23,cali,Libre inversion,8800000,36,$1.800.000,3,Tec.,Casado,1,No,APROBADO
SOL-00135,2024-05-20,Bogota,Libre inversion,10200000,36,4120000,2,Tecnico,Union libre,0,Si,APROBADO
SOL-00575,01/06/2024,Cartagena,Libre inversion,19800000,24,4500000,1,Tecnico,Soltero,0,No,Rechazado
SOL-00877,2024-12-25,Medellin,Libre inversion,15700000,48,2490000,1,POSGRADO,Casado,1,No,Rechazado
SOL-02894,20/06/2025,Bogota,Vivienda,86400000,120,2930000,7,Bachiller,Casado,0,No,Aprobado
SOL-00857,2024-01-30,Cartagena,Vivienda,221100000,120,$1.800.000,3,Profesional,Soltero,4,Si,APROBADO
SOL-00129,05/04/2024,Pereira,Libre inversion,20400000,36,$ 2740000,0,Prof.,Soltero,2,Si,Aprobado
SOL-00748,22/09/2024,Barranquilla,Vivienda,131100000,240,$4.430.000,4,Tec.,soltero,2,1,En estudio
SOL-00573,2025-03-14,bogota,Libre inversion,24600000,12,6130000,4,Profesional,soltero,1,No,Aprobado
SOL-02522,2025-06-18,Cali,Libre inversion,12200000,24,1800000,8,Profesional,Soltero,,NO,Aprobado
SOL-02721,09/10/2024,barranquilla,Vivienda,111100000,120,3960000,12,Profesional,Soltero,4,Si,Aprobado
SOL-00876,13/06/2024,Bogota,Educacion,15100000,12,2.910.000,2,Bachiller,Soltero,2,No,Aprobado
SOL-00104,2024-07-22,Pereira,Libre inversion,15900000,24,4550000,7,tecnico,Casado,1,No,Aprobado
SOL-01902,2024-09-07,BOGOTA,Libre inversion,21400000,12,3670000,0,Tecnico,casado,3,SI,en estudio
SOL-00411,2024-12-25,MEDELLIN,Vivienda,138800000,180,7470000,5,Bachiller,soltero,2,NO,Aprobado
SOL-02032,2024-10-19,Bogota,Vivienda,217000000,120,1800000,17,PROFESIONAL,Casado,,0,Rechazado
SOL-01179,2024-09-08,Cali,Vehiculo,21600000,60,2630000,5,bachiller,Soltero,1,No,EN ESTUDIO
SOL-02219,2025-01-29,Bucaramanga,Vivienda,134100000,240,4150000,3,Profesional,Divorciado,,No,En estudio
SOL-00605,20/04/2025,Bogota,Vivienda,199000000,240,2370000,1,Posgrado,Soltero,4,NO,Aprobado
SOL-02898,2025-05-25,Cali,Vivienda,157000000,60,$ 4950000,15,Bachiller,Soltero,0,No,EN ESTUDIO
SOL-02782,2024-03-04,Medellin,Libre inversion,16800000,48,8610000,1,Tecnico,Union libre,1,No,Rechazado
SOL-02399,2025-03-25,Cali,Libre inversion,21600000,36,$5.140.000,3,Bachiller,union libre,2,Si,En estudio
SOL-01434,2025-03-05,MEDELLIN,Vehiculo,55400000,48,3510000,4,Profesional,DIVORCIADO,1,No,Aprobado
SOL-00385,2024-01-04,BOGOTA,Vivienda,141000000,180,2030000,7,Posgrado,Soltero,1,Si,Rechazado
SOL-02520,2024-10-22,Barranquilla,Libre inversion,8000000,48,$4.040.000,7,Profesional,CASADO,1,Si,Aprobado
SOL-00057,27/06/2024,Bogota,Vivienda,156200000,180,4880000,20,Bach.,Union libre,1,Si,Aprobado
SOL-00712,2024-12-27,Bogota,Educacion,13100000,36,1800000,1,Profesional,Soltero,2,0,En estudio
SOL-00325,26/03/2024,Bogota,Libre inversion,16400000,36,3.120.000,1,Profesional,Soltero,0,No,Aprobado
SOL-00079,2024-01-03,Medellin,Educacion,13900000,24,2290000,9,Profesional,Casado,1,SI,RECHAZADO
SOL-00541,2024-02-21,BUCARAMANGA,Libre inversion,17500000,12,3660000,1,tecnico,Union libre,0,No,En estudio
SOL-00356,2024-04-01,Barranquilla,Vehiculo,21100000,36,3320000,9,Bachiller,Casado,4,0,Aprobado
SOL-00360,2024-06-11,Medellin,Libre inversion,12900000,24,5790000,3,Profesional,Soltero,1,No,En estudio
SOL-01019,2024-06-28,Medellin,Libre inversion,13300000,12,6310000,2,Posgrado,SOLTERO,0,NO,Rechazado
SOL-02647,2025-04-28,Cali,Libre inversion,9700000,36,$4.170.000,14,Tecnico,Soltero,2,No,En estudio
SOL-02988,2025-03-19,Bogota,Libre inversion,12500000,36,2590000,1,Profesional,CASADO,0,Si,Aprobado
SOL-00916,04/02/2025,Barranquilla,Libre inversion,21500000,36,$ 2820000,1,Posgrado,Union libre,1,Si,Aprobado
SOL-00308,10/05/2024,Cali,Educacion,12600000,12,3500000,7,Bach.,Soltero,2,No,Rechazado
SOL-01414,2024-08-06,Bogota,Libre inversion,11900000,48,8480000,12,Tecnico,casado,2,No,Rechazado
SOL-00814,2024-06-22,CALI,Libre inversion,12900000,24,3840000,1,Tecnico,Soltero,,no,En estudio
SOL-00042,14/10/2024,Medellin,Libre inversion,20400000,36,3410000,1,POSGRADO,Divorciado,0,Si,Aprobado
SOL-02706,09/08/2024,Medellin,Libre inversion,11500000,24,$ 3300000,0,Posgrado,Soltero,2,No,Rechazado
SOL-01406,2025-06-03,Bogota,Vehiculo,58800000,24,2090000,0,Profesional,Soltero,4,Si,Aprobado
SOL-01587,2024-11-03,Barranquilla,Vehiculo,53600000,60,1.800.000,3,Profesional,Soltero,0,No,Aprobado
SOL-00883,30/10/2024,Cali,Libre inversion,11700000,36,$4.530.000,5,Profesional,Soltero,2,no,aprobado
SOL-00699,2024-12-05,Cartagena,Vivienda,223500000,60,2030000,11,Profesional,Soltero,0,No,Aprobado
SOL-01819,2024-07-09,Pereira,Vehiculo,48700000,36,4300000,7,Tecnico,union libre,3,Si,En estudio
SOL-00004,2024-12-16,Bucaramanga,Vivienda,114700000,60,4860000,11,Tecnico,SOLTERO,0,SI,EN ESTUDIO
SOL-00216,13/04/2025,Pereira,Libre inversion,14000000,48,3140000,7,PROFESIONAL,casado,0,No,Aprobado
SOL-00977,2024-12-17,Medellin,Libre inversion,8800000,48,2800000,0,TECNICO,Soltero,2,NO,Rechazado
SOL-00099,2025-06-16,Medellin,Educacion,9900000,12,$1.800.000,1,Tecnico,Divorciado,0,Si,Aprobado
SOL-02019,20/09/2024,Medellin,Vivienda,241300000,180,1.840.000,2,Bachiller,Union libre,3,Sí,Aprobado
SOL-01585,2024-07-07,cali,Libre inversion,12300000,24,2660000,0,Bach.,Soltero,0,no,Aprobado
SOL-02708,06/05/2024,Cali,Vivienda,171700000,60,11710000,N/A,BACHILLER,Casado,1,Si,Aprobado
SOL-01371,28/02/2025,Medellín,Libre inversion,14300000,24,4320000,11,Profesional,Casado,1,No,Aprobado
SOL-02597,2025-05-07,Cartagena,Libre inversion,13800000,24,8240000,1,posgrado,Casado,2,No,En estudio
SOL-02838,2025-04-16,BOGOTA,Vehiculo,50600000,36,2950000,2,Profesional,Casado,0,No,Aprobado
SOL-01192,20/03/2024,Medellin,Libre inversion,9300000,36,5700000,2,Prof.,Divorciado,,Si,Aprobado
SOL-02487,2024-03-25,BOGOTA,Libre inversion,24200000,24,5160000,1,Profesional,Divorciado,2,No,Aprobado
SOL-01813,2024-08-14,CARTAGENA,Libre inversion,17200000,48,4600000,,PROFESIONAL,Casado,2,Si,aprobado
SOL-01517,2024-02-03,Medellin,Vivienda,151200000,180,1800000,2,Posgrado,UNION LIBRE,0,Si,Aprobado
SOL-00701,2025-02-23,Bogota,Vehiculo,55400000,48,4020000,,PROFESIONAL,Soltero,0,0,Aprobado
SOL-00456,2025-06-17,Bogota,Libre inversion,13600000,48,1800000, ,Bach.,Union libre,1,Si,Rechazado
SOL-02498,2024-07-18,Cali,Libre inversion,18200000,48,1.800.000,10,profesional,Casado,0,No,Rechazado
SOL-02324,2024-04-07,Bogota,Vehiculo,27300000,60,$ 6200000,3,Tecnico,Casado,1,Si,Aprobado
SOL-00522,23/06/2025,Bogotá,Vehiculo,30400000,24,4550000,5,Posgrado,SOLTERO,0,No,Aprobado
SOL-01261,2024-12-22,CARTAGENA,Vehiculo,50300000,36,9800000,0,TECNICO,Casado,N/A,Si,Aprobado
SOL-01954,14/06/2025,BARRANQUILLA,Vivienda,209000000,60,3310000,8,Profesional,Union libre,3,No,APROBADO
SOL-01038,2024-10-26,cartagena,Educacion,13700000,12,9420000,2,Profesional,union libre,3,NO,Rechazado
SOL-00390,2024-12-17,Bucaramanga,Educacion,11500000,24,$2.800.000,2,PROFESIONAL,Soltero,0,Si,En estudio
SOL-00952,2025-03-28,Cali,Libre inversion,24200000,36,$1.860.000,6,,CASADO,0,no,Aprobado
SOL-01922,17/02/2025,PEREIRA,Libre inversion,16200000,24,$6.120.000,6,Profesional,Union libre,1,Si,Aprobado
SOL-00412,25/02/2025,bogota,Vehiculo,48100000,36,1800000,0,posgrado,Soltero,0,1,Aprobado
SOL-01786,2024-07-27,CALI,Vehiculo,49900000,60,3840000,3,Profesional,Union libre,2,Si,Rechazado
SOL-01644,2025-02-02,Cali,Vehiculo,42600000,48,2.460.000,0,Profesional,CASADO,2,No,Rechazado
SOL-01302,26/03/2025,MEDELLIN,Libre inversion,13300000,36,$3.430.000,1,Profesional,Soltero,0,1,Aprobado
SOL-01812,2025-05-30,bogota,Vehiculo,33300000,48,4.180.000,5,Bachiller,Union libre,2,NO,Aprobado
SOL-01297,22/06/2025,BUCARAMANGA,Libre inversion,21600000,12,3540000,2,Bachiller,union libre,0,SI,Aprobado
SOL-01706,2024-08-23,Cartagena,Libre inversion,12600000,48,4000000,7,Bachiller,soltero,3,no,Aprobado
SOL-01269,2024-02-10,medellin,Libre inversion,16100000,12,3660000,5,Posgrado,Casado,2,si,APROBADO
SOL-02361,2025-04-01,CARTAGENA,Vivienda,151400000,180,4010000,6,Tecnico,Unión libre,0,no,Rechazado
SOL-02805,2024-12-11,MEDELLIN,Vehiculo,27400000,60,4080000,,Posgrado,Union libre,1,No,Aprobado
SOL-02821,06/04/2024,Bogota,Libre inversion,18800000,24,7.720.000,8,Tec.,Divorciado,2,Si,Aprobado
SOL-01022,2024-08-14,Medellin,Vivienda,135000000,60,5240000,4,Profesional,SOLTERO,3,0,En estudio
SOL-00502,2025-06-26,PEREIRA,Vivienda,92800000,240,$1.800.000,3,Tec.,Divorciado,1,no,aprobado
SOL-02869,17/05/2025,Barranquilla,Libre inversion,8600000,12,2930000,0,Tecnico,Union libre,1,No,aprobado
SOL-00759,07/04/2025,Bogota,Vivienda,164500000,180,7800000,1,Tecnico,Soltero,2,No,Aprobado
SOL-02243,05/02/2024,Cartagena,Educacion,5000000,24,4230000,7,Profesional,Soltero,1,No,Rechazado
SOL-00429,16/01/2025,Cali,Vivienda,119900000,60,$3.180.000,4,Posgrado,CASADO,3,No,Rechazado
SOL-01594,2024-07-30,Bogota,Libre inversion,21700000,12,2990000,5,Profesional,Casado,0,Sí,Rechazado
SOL-01318,2025-06-07,Medellín,Libre inversion,18200000,24,3000000,2,Posgrado,Soltero,0,No,Aprobado
SOL-01137,2024-01-29,Cartagena,Libre inversion,17600000,48,2890000,3,Prof.,Union libre,0,No,En estudio
SOL-00074,04/11/2024,CALI,Educacion,14700000,24,4570000,1,Tec.,Divorciado,0,No,Aprobado
SOL-00026,13/12/2024,barranquilla,Educacion,11100000,24,3220000,2,PROFESIONAL,Union libre,0,1,EN ESTUDIO
SOL-01345,2024-08-07,Barranquilla,Libre inversion,18500000,12,2.920.000,0,Bach.,Soltero,2,No,Aprobado
SOL-02391,2024-03-29,Barranquilla,Vivienda,143900000,60,6.690.000,8,Profesional,Soltero,4,NO,Rechazado
SOL-01127,2024-09-23,Medellin,Vehiculo,32100000,24,4120000,2,PROFESIONAL,Union libre,1,Si,Rechazado
SOL-01597,2024-06-18,Medellin,Vehiculo,33800000,48,6220000,2,PROFESIONAL,Soltero,2,Si,Aprobado
SOL-01140,2025-05-25,Pereira,Libre inversion,18100000,24,2180000,4,Bach.,Union libre,1,SI,RECHAZADO
SOL-00506,01/03/2024,Cartagena,Vivienda,227300000,240,2140000,0,tecnico,Soltero,0,NO,Aprobado
SOL-02532,2024-07-13,Medellin,Vehiculo,21400000,48,2650000,4,Profesional,Casado,0,No,APROBADO
SOL-01395,20/01/2025,MEDELLIN,Libre inversion,24500000,36,4520000,0,Bachiller,Soltero,0,No,Aprobado
SOL-02365,12/03/2024,cartagena,Libre inversion,16800000,24,$1.800.000,2,Prof.,Union libre,4,No,Aprobado
SOL-02048,2024-10-25,medellin,Vivienda,229200000,120,3410000,7,Bach.,Soltero,0,0,Aprobado
SOL-02771,2025-06-09,Bogota,Vehiculo,33800000,48,1900000,19,Posgrado,Divorciado,3,Si,Aprobado
SOL-01770,26/04/2024,bucaramanga,Vivienda,174400000,120,4690000,2,bachiller,Union libre,0,No,En estudio
SOL-01618,2025-05-08,pereira,Educacion,4200000,36,1800000,22,Tecnico,Union libre,3,SI,APROBADO
SOL-01121,25/04/2024,Medellín,Vehiculo,33900000,24,2240000,5,Profesional,Casado,0,No,Aprobado
SOL-01716,2025-02-02,Bucaramanga,Educacion,5100000,12,N/A,4,Prof.,Soltero,1,Si,aprobado
SOL-00587,12/05/2024,Cali,Libre inversion,16500000,48,3650000,3,Prof.,Soltero,0,Si,Aprobado
SOL-01772,05/05/2024,Cartagena,Libre inversion,24200000,48,N/A,8,Profesional,Soltero,4,1,Aprobado
SOL-00612,2024-06-24,Cali,Libre inversion,15900000,48,$5.840.000,4,Tecnico,UNION LIBRE,2,No,Aprobado
SOL-01139,2024-05-10,Medellin,Educacion,14100000,36,5290000,7,Tecnico,Soltero,4,Si,Aprobado
SOL-00426,2024-05-23,Cali,Libre inversion,21400000,12,2100000,4,Tecnico,Soltero,0,Si,Rechazado
SOL-00649,2025-01-12,Cartagena,Libre inversion,23400000,36,2810000,6,bachiller,SOLTERO,3,Si,Aprobado
SOL-01090,2025-02-20,Bogotá,Libre inversion,14900000,12,5170000,0,Bachiller,Divorciado,1,No,Aprobado
SOL-02484,21/03/2025,cali,Vivienda,221500000,180,3780000,7,TECNICO,Soltero,1,NO,Aprobado
SOL-02003,2024-05-17,barranquilla,Vehiculo,45800000,60,$2.160.000,0,Tec.,Casado,1,Si,Rechazado
SOL-01409,10/01/2025,Barranquilla,Vehiculo,35900000,24,2.480.000,1,profesional,CASADO,1,Si,Aprobado
SOL-00566,04/03/2024,Bogota,Libre inversion,11300000,24,3430000,0,Bachiller,Soltero,2,NO,APROBADO
SOL-01732,2024-03-10,Barranquilla,Vehiculo,50700000,24,5090000,3,Tecnico,Soltero,2,Si,Aprobado
SOL-00886,2025-03-20,CARTAGENA,Vivienda,180700000,240,7630000,3,Posgrado,Casado,1,0,Rechazado
SOL-02939,2024-07-09,Bucaramanga,Libre inversion,22400000,12,3550000,N/A,Técnico,Casado,4,No,Aprobado
SOL-02702,22/03/2024,Cali,Educacion,6400000,12,1800000,3,Bach.,Soltero,1,No,Aprobado
SOL-00783,2024-01-24,Bucaramanga,Libre inversion,15700000,24,2540000,7,Tecnico,Divorciado,1,Sí,Aprobado
SOL-02618,2025-05-23,Bogota,Vivienda,140200000,120,2760000,3,Tecnico,Union libre,0,Si,En estudio
SOL-02861,2024-06-27,Barranquilla,Libre inversion,24900000,12,1800000,5,Profesional,Soltero,0,Si,En estudio
SOL-00630,2025-04-13,Bogota,Educacion,4800000,24,1800000,1,TECNICO,Soltero,1,si,Rechazado
SOL-02886,18/02/2024,Cartagena,Libre inversion,15900000,48,2300000,5,Bachiller,Unión libre,0,no,Rechazado
SOL-02256,20/05/2025,Bogotá D.C.,Libre inversion,24600000,24,6.700.000, ,PROFESIONAL,Soltero,2,Si,Aprobado
SOL-00501,09/10/2024,Barranquilla,Educacion,9700000,36,$ 5320000,4,Tecnico,CASADO,3,Si,Aprobado
SOL-01705,03/07/2024,medellin,Libre inversion,15500000,36,,7,Bachiller,Casado,2,NO,Aprobado
SOL-01889,2025-06-22,Barranquilla,Vehiculo,22400000,36,8570000,1,Tecnico,Soltero,0,No,aprobado
SOL-00409,2024-09-09,medellin,Vivienda,116800000,180,1800000,1,Profesional,Casado,0,SI,EN ESTUDIO
SOL-01344,2025-03-20,medellin,Vehiculo,32000000,36,3190000,7,Bachiller,Casado,0,No,Aprobado
SOL-00165,2024-02-02,Medellin,Libre inversion,18100000,48,2650000,0,Posgrado,Unión libre,1,Si,Aprobado
SOL-02499,2024-10-11,MEDELLIN,Libre inversion,17100000,24,1800000,3,BACHILLER,Soltero,0,No,Aprobado
SOL-00244,2025-04-27,Bucaramanga,Vehiculo,23300000,48,4440000,6,Profesional,Divorciado,3,no,aprobado
SOL-02866,2024-12-25,Bogota,Vehiculo,39500000,60,2470000,16,Bachiller,Soltero,0,Si,Aprobado
SOL-02835,26/06/2024,Barranquilla,Vehiculo,38000000,36,1800000,1,Tecnico,SOLTERO,3,0,aprobado
SOL-01523,25/03/2024,Bogotá,Libre inversion,13200000,24,1800000,1,Tecnico,Divorciado,1,No,Rechazado
SOL-00379,09/08/2024,cali,Educacion,9000000,12,1800000,1,Bachiller,Casado,0,No,RECHAZADO
SOL-01088,2024-02-20,Pereira,Vivienda,189700000,180,$1.800.000,2,TECNICO,Soltero,2,Si,Aprobado
SOL-02571,2024-09-13,Cartagena,Libre inversion,23900000,36,3170000,3,Profesional,Casado,1,No,Aprobado
SOL-02591,22/11/2024,Bogota,Libre inversion,19600000,24,4930000,2,Profesional,Casado,0,No,Aprobado
SOL-00295,2024-12-25,Pereira,Libre inversion,9800000,36,$ 5090000,0,profesional,Soltero,0,No,EN ESTUDIO
SOL-02604,01/06/2025,Cartagena,Vivienda,152100000,120,7300000,19,Bach.,Union libre,3,No,Rechazado
SOL-02792,2025-01-25,Bucaramanga,Libre inversion,20300000,24,6420000,5,Tec.,Divorciado,,No,Aprobado
SOL-02190,2024-04-05,Bogotá,Vivienda,93600000,120,10.020.000,2,Tecnico,Casado,0,Si,Aprobado
SOL-02948,2024-03-28,Cartagena,Libre inversion,9100000,48,2820000,1,Posgrado,Union libre,3,Si,Aprobado
SOL-01679,2024-11-14,Bogotá,Libre inversion,21300000,36,3510000,23,Tecnico,Soltero,1,No,Aprobado
SOL-00316,2024-08-19,Bucaramanga,Vehiculo,36600000,24,4690000,3,Tecnico,Divorciado,0,Si,Aprobado
SOL-00529,2024-06-12,Barranquilla,Libre inversion,21600000,12,3.360.000,8,profesional,Soltero,2,No,aprobado
SOL-02969,2024-11-30,Medellin,Educacion,4600000,12,2550000,13,Profesional,Unión libre,2,No,En estudio
SOL-01178,2024-05-21,Bogota,Educacion,13500000,24,2740000,2,Profesional,Union libre,0,Si,Rechazado
SOL-00190,2024-12-15,Bogotá D.C.,Vivienda,94100000,120,8130000,N/A,BACHILLER,Soltero,2,1,Aprobado
SOL-00028,15/02/2025,BARRANQUILLA,Vehiculo,27500000,24,8260000,6,PROFESIONAL,Casado,3,Si,Aprobado
SOL-01988,2025-02-07,Barranquilla,Libre inversion,18400000,48,4680000,2,Tecnico,Soltero,0,No,RECHAZADO
